Survey,id,Municipality,Code_ine,Province,CCAA,Reindustrialization,Renaturalization,Preservation,WeightAsPontes,WeightSpain,filter_$,NearestPowerPlantName,PowerPlantCluster,Dist_to_nearest_plant
1,507,Bermeo,48017,Vizcaya,4,2,7,8,1.71991584484558,1.71613305987253,0,Power plant Velilla,Palencia,183.533739896293
1,506,Pineda de Mar,8163,Barcelona,12,10,10,10,1.09540293171607,1.09299370119357,0,Power plant Cercs,Lleida,90.7459493914915
1,505,Punta Umbría,21060,Huelva,15,10,10,10,1.09540293171607,1.09299370119357,0,Power plant Los Barrios,Cádiz,177.544110855675
1,503,Lleida,25120,Lleida,12, , , ,1.99172946252947,1.98734885035951,0,Power plant Escatrón,Teruel,83.5619494433861
1,501,Marratxí,7036,Illes Balears,14, , , ,1.2736570830515,1.27085580013465,0,Power plant Cercs,Lleida,292.839648421707
1,500,Villava/Atarrabia,31258,Navarra,5, , , ,1.09540293171607,1.09299370119357,0,Power plant Escatrón,Teruel,201.099376405389
1,498,Tudela,31232,Navarra,5,7,8,6,1.34271693364885,1.33976376041372,0,Power plant de Escucha,Teruel,157.168807163501
1,497,Valle de Egüés/Eguesibar,31086,Navarra,5,4,6,4,1.34271693364885,1.33976376041372,0,Power plant Escatrón,Teruel,197.534534284766
1,496,Algaida,7004,Illes Balears,14,1,9,8,.676495224311756,.675007339903611,0,Power plant Cercs,Lleida,303.147645650933
1,495,"Palmas de Gran Canaria, Las",35016,Las Palmas,19,5,6,5,1.42673012691829,1.42359217496507,0,Power plant Los Barrios,Cádiz,1297.51511331209
1,493,Guadalajara,19130,Guadalajara,10,6,9,9,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,235.555635989388
1,492,Tudela,31232,Navarra,5,10,10,10,1.09540293171607,1.09299370119357,0,Power plant de Escucha,Teruel,157.168807163501
1,491,Tudela,31232,Navarra,5,10,10,10,1.34271693364885,1.33976376041372,0,Power plant de Escucha,Teruel,157.168807163501
1,489,Caspe,50074,Zaragoza,7,2,2,7,1.4125160179956,1.4094093285706,0,Power plant Escatrón,Teruel,24.3103732927969
1,488,Madrid,28079,Madrid,8,8,5,8,.835342402617764,.833505149535036,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,487,Santiago de Compostela,15078,Coruna,1,0,10,10,1.99172946252947,1.98734885035951,1,Power plant Meirama,Coruna,29.8835405918012
1,486,Villava/Atarrabia,31258,Navarra,5,10,10,10,1.09540293171607,1.09299370119357,0,Power plant Escatrón,Teruel,201.099376405389
1,485,Girona,17079,Girona,12,3,10,8,1.42673012691829,1.42359217496507,0,Power plant Cercs,Lleida,83.721040849545
1,484,Xàbia/Jávea,3082,Alicante/Alacant,13,5,0,10,1.09540293171607,1.09299370119357,0,Power plant de Escucha,Teruel,242.022908084923
1,482,Sevilla,41091,Sevilla,15, , , ,1.00960602148161,1.00738549278644,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,481,Sevilla,41091,Sevilla,15,10,10,5,.95535459746218,.953253389414096,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,480,Alcobendas,28006,Madrid,8,5,5,10,1.78902598215294,1.78509119626096,0,Power plant de Puertollano,Ciudad Real,213.60459290667
1,478,València,46250,Valencia/València,13,10,0,10,.750819978080943,.749168623720168,0,Power plant de Escucha,Teruel,159.522029057187
1,477,Madrid,28079,Madrid,8,5,4,8,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,476,Sevilla,41091,Sevilla,15,9,9,0,.835342402617764,.833505149535036,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,475,Madrid,28079,Madrid,8,5,5,5,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,474,València,46002,Valencia,13,6,2,5,.95535459746218,.953253389414096,0,Power plant de Escucha,Teruel,215.542576583112
1,473,Cartelle,32020,Ourense,1,0,0,0,.749434257506473,.747785950901192,0,Power plant Meirama,Coruna,108.040859964371
1,472,Málaga,29067,Málaga,15,7,9,6,.95535459746218,.953253389414096,0,Power plant Los Barrios,Cádiz,116.20571530367
1,471,Madrid,28079,Madrid,8,5,3,8,1.12308304979293,1.12061293958552,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,470,Barcelona,8019,Barcelona,12,0,7,6,.750819978080943,.749168623720168,0,Power plant Cercs,Lleida,89.6468182298583
1,469,Murcia,30030,Murcia,16,6,6,7,.750819978080943,.749168623720168,0,Power plant Carboneras,Almería,125.568797325632
1,468,Madrid,28079,Madrid,8,8,8,9,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,467,Murcia,30030,Murcia,16,9,10,10,.95535459746218,.953253389414096,0,Power plant Carboneras,Almería,125.568797325632
1,466,Madrid,28079,Madrid,8,8,9,10,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,465,Madrid,28079,Madrid,8,6,8,9,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,464,Murcia,30030,Murcia,16,3,8,7,1.00960602148161,1.00738549278644,0,Power plant Carboneras,Almería,125.568797325632
1,462,Madrid,28079,Madrid,8,0,9,9,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,461,Murcia,30030,Murcia,16,10,8,10,.844412549663495,.84255534768847,0,Power plant Carboneras,Almería,125.568797325632
1,460,Madrid,28079,Madrid,8,7,0,10,.95535459746218,.953253389414096,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,459,Zaragoza,50297,Zaragoza,7,10,10,10,.95535459746218,.953253389414096,0,Power plant Escatrón,Teruel,66.2621296661971
1,458,Ciudad Real,13034,Ciudad Real,10,2,5,8,1.57368403519907,1.57022287264363,0,Power plant de Puertollano,Ciudad Real,38.0516494974727
1,457,Madrid,28079,Madrid,8, , , ,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,456,Zaragoza,50297,Zaragoza,7,8,10,5,1.00960602148161,1.00738549278644,0,Power plant Escatrón,Teruel,66.2621296661971
1,455,Murcia,30030,Murcia,16,7,7,7,.750819978080943,.749168623720168,0,Power plant Carboneras,Almería,125.568797325632
1,454,Murcia,30030,Murcia,16,5,7,7,.750819978080943,.749168623720168,0,Power plant Carboneras,Almería,125.568797325632
1,453,Bollullos de la Mitación,41016,Sevilla,15,10,10,0,1.09540293171607,1.09299370119357,0,Power plant Los Barrios,Cádiz,138
1,452,Madrid,28079,Madrid,8, , , ,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,451,Vinalesa,46260,Valencia/València,13,6,7,8,.796391966262222,.794640380815955,0,Power plant de Escucha,Teruel,147.053806697352
1,450,Madrid,28079,Madrid,8,6,9,7,1.12308304979293,1.12061293958552,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,449,Madrid,28079,Madrid,8,8,8,8,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,448,Barcelona,8019,Barcelona,12, , , ,.844412549663495,.84255534768847,0,Power plant Cercs,Lleida,89.6468182298583
1,447,Murcia,30030,Murcia,16,10,10,10,.750819978080943,.749168623720168,0,Power plant Carboneras,Almería,125.568797325632
1,445,Alhaurín de la Torre,29007,Málaga,15,0, ,6,1.09540293171607,1.09299370119357,0,Power plant Los Barrios,Cádiz,97.8705145694129
1,444,"Eliana, l'",46116,Valencia/València,13,8,10,10,1.09540293171607,1.09299370119357,0,Power plant de Escucha,Teruel,141.218986638519
1,443,Ingenio,35011,Las Palmas,19,10,10,10,1.4125160179956,1.4094093285706,0,Power plant Los Barrios,Cádiz,1309.67206340743
1,442,Tudela,31232,Navarra,5,8,8,8,1.34271693364885,1.33976376041372,0,Power plant de Escucha,Teruel,157.168807163501
1,441,Villena,3140,Alicante/Alacant,13,9,10,9,1.09540293171607,1.09299370119357,0,Power plant Carboneras,Almería,202.743928258611
1,440,Alcobendas,28006,Madrid,8,10,0, ,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,213.60459290667
1,439,Burlada/Burlata,31060,Navarra,5, ,9,9,1.71991584484558,1.71613305987253,0,Power plant Escatrón,Teruel,200.582700215019
1,438,Sevilla,41091,Sevilla,15,4,4,6,.844412549663495,.84255534768847,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,437,Telde,35026,Las Palmas,19,0,8,9,1.42673012691829,1.42359217496507,0,Power plant Los Barrios,Cádiz,1304.48388210219
1,436,Morón de la Frontera,41065,Sevilla,15,7,7,7,1.34271693364885,1.33976376041372,0,Power plant Los Barrios,Cádiz,104
1,434,Valle de Egüés/Eguesibar,31086,Navarra,5,4,4,6,1.71991584484558,1.71613305987253,0,Power plant Escatrón,Teruel,197.534534284766
1,433,Tudela,31232,Navarra,5,6,6,8,1.09540293171607,1.09299370119357,0,Power plant de Escucha,Teruel,157.168807163501
1,432,Bermeo,48017,Vizcaya,4,7,0,7,1.4125160179956,1.4094093285706,0,Power plant Velilla,Palencia,183.533739896293
1,431,Tafalla,31227,Navarra,5,10,6,7,1.4125160179956,1.4094093285706,0,Power plant Escatrón,Teruel,177.754257662484
1,430,Zizur Mayor/Zizur Nagusia,31907,Navarra,5,5,5,5,1.34271693364885,1.33976376041372,0,Power plant Escatrón,Teruel,201.033101261531
1,429,Tudela,31232,Navarra,5,2,1,10,1.34271693364885,1.33976376041372,0,Power plant de Escucha,Teruel,157.168807163501
1,428,Corella,31077,Navarra,5,10,10,5,.676495224311756,.675007339903611,0,Power plant de Escucha,Teruel,166.128717893342
1,427,Almendralejo,6011,Badajoz,11,8,6,6,1.4125160179956,1.4094093285706,0,Power plant Puente Nuevo,Córdoba,144.92658207169
1,426,Leza,1034,Alava,4, , , ,.289349300547048,.288712905348206,0,Power plant Velilla,Palencia,184.94953113632
1,423,Amurrio,1002,Alava,4,3,3,0,1.4125160179956,1.4094093285706,0,Power plant Velilla,Palencia,156.146583639673
1,422,Arzúa,15006,Coruna,1,8,6,3,.676495224311756,.675007339903611,1,Power plant Meirama,Coruna,32.6343519303541
1,421,Valdepeñas,13087,Ciudad Real,10,4,8,6,1.09540293171607,1.09299370119357,0,Power plant de Puertollano,Ciudad Real,64.4344609438714
1,420,Málaga,29067,Málaga,15,5,9,8,1.12308304979293,1.12061293958552,0,Power plant Los Barrios,Cádiz,116.20571530367
1,419,Don Benito,6044,Badajoz,11,5,8,8,1.2736570830515,1.27085580013465,0,Power plant Puente Nuevo,Córdoba,124.563660869895
1,418,Córdoba,14021,Córdoba,15,9,5,9,1.57368403519907,1.57022287264363,0,Power plant Puente Nuevo,Córdoba,35.4756362664016
1,417,Valdepeñas,13087,Ciudad Real,10,7,9,9,1.09540293171607,1.09299370119357,0,Power plant de Puertollano,Ciudad Real,64.4344609438714
1,416,Ajalvir,28002,Madrid,8,9,8,9,.74394357293993,.742307342552874,0,Power plant de Puertollano,Ciudad Real,216
1,415,Pozuelo de Alarcón,28115,Madrid,8,9,8,5,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,199.394706431649
1,414,Vinalesa,46260,Valencia/València,13,6,8,9,.796391966262222,.794640380815955,0,Power plant de Escucha,Teruel,147.053806697352
1,413,"Gabias, Las",18905,Granada,15,10,10,10,1.34271693364885,1.33976376041372,0,Power plant de Puertollano,Ciudad Real,172.421455071649
1,412,Arucas,35006,Las Palmas,19, , , ,1.2736570830515,1.27085580013465,0,Power plant Los Barrios,Cádiz,1299.81086652798
1,411,Huarte/Uharte,31122,Navarra,5,5,10,10,.749434257506473,.747785950901192,0,Power plant Escatrón,Teruel,200.005240456191
1,410,Madrid,28079,Madrid,8,4,10,8,.95535459746218,.953253389414096,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,409,Almendralejo,6011,Badajoz,11,6,6,6,1.34271693364885,1.33976376041372,0,Power plant Puente Nuevo,Córdoba,144.92658207169
1,408,Madrid,28014,Madrid,8,10,9,10,.95535459746218,.953253389414096,0,Power plant de Puertollano,Ciudad Real,191.557755258606
1,407,Madrid,28014,Madrid,8,4,9,10,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,191.557755258606
1,406,"Rozas de Madrid, Las",28127,Madrid,8,6,7,7,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,208.889633760809
1,405,Madrid,28079,Madrid,8,7,7,8,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,404,Madrid,28079,Madrid,8,8,7,9,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,403,Madrid,28079,Madrid,8, , , ,.844412549663495,.84255534768847,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,402,Madrid,28079,Madrid,8,9,10,10,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,401,Madrid,28079,Madrid,8, , , ,1.00960602148161,1.00738549278644,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,400,Madrid,28079,Madrid,8,10,10,10,1.00960602148161,1.00738549278644,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,399,Gozón,33025,Asturias,2,10,5,10,1.09540293171607,1.09299370119357,0,Power plant Aboño,Asturias,12.1874169785697
1,398,Madrid,28079,Madrid,8,8,10, ,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,397,Madrid,28079,Madrid,8,7,9,7,1.00960602148161,1.00738549278644,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,396,Madrid,28079,Madrid,8,7,7,7,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,395,Collado Villalba,28047,Madrid,8, , , ,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,221.505590579151
1,394,Linares,23055,Jaén,15,4,9,3,1.78902598215294,1.78509119626096,0,Power plant de Puertollano,Ciudad Real,74.6488894340408
1,393,Madrid,28079,Madrid,8,9,6,7,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,392,Cartagena,30016,Murcia,16,0,10,6,1.78902598215294,1.78509119626096,0,Power plant Carboneras,Almería,108.642572670368
1,391,Madrid,28079,Madrid,8,3,8,9,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,390,Madrid,28079,Madrid,8, , , ,1.00960602148161,1.00738549278644,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,389,Arganda del Rey,28014,Madrid,8,7,10,8,1.57368403519907,1.57022287264363,0,Power plant de Puertollano,Ciudad Real,191.557755258606
1,387,Madrid,28079,Madrid,8,0,5,5,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,385,Madrid,28079,Madrid,8,6,6,7,1.12308304979293,1.12061293958552,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,384,"Gastor, El",11018,Cádiz,15,6,6,6,.301935334274582,.301271257338056,0,Power plant Los Barrios,Cádiz,74.8740098168309
1,383,Burgos,9059,Burgos,9,10,10,10,1.42673012691829,1.42359217496507,0,Power plant Velilla,Palencia,110.990759066177
1,382,Mérida,6083,Badajoz,11,0,0,0,1.42673012691829,1.42359217496507,0,Power plant Puente Nuevo,Córdoba,160.652329152133
1,381,Orihuela,3099,Alicante/Alacant,13,0,5,8,1.42673012691829,1.42359217496507,0,Power plant Carboneras,Almería,148.792613099361
1,380,Marbella,29069,Málaga,15,5,5,5,1.81086486611838,1.8068820477588,0,Power plant Los Barrios,Cádiz,66.9594545048472
1,379,Orihuela,3099,Alicante/Alacant,13,0,5,10,1.78902598215294,1.78509119626096,0,Power plant Carboneras,Almería,148.792613099361
1,378,León,24089,León,9,2,8,8,1.57368403519907,1.57022287264363,0,Power plant La Robla,León,27.1998108525869
1,377,Ávila,5019,Ávila,9,6,6,9,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,227.990448060575
1,376,Fuenlabrada,28058,Madrid,8,6,9,9,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,183.59045116065
1,375,Mieres,33037,Asturias,2,10,10, ,.301935334274582,.301271257338056,0,Power plant La Pereda,Asturias,6.25840209059961
1,374,Lleida,25120,Lleida,12,5,7,10,1.81086486611838,1.8068820477588,0,Power plant Escatrón,Teruel,83.5619494433861
1,373,Valladolid,47186,Valladolid,9,5,9,9,1.42673012691829,1.42359217496507,0,Power plant Velilla,Palencia,130.353695495063
1,372,León,24089,León,9,3,0,0,1.78902598215294,1.78509119626096,0,Power plant La Robla,León,27.1998108525869
1,371,"Palmas de Gran Canaria, Las",35016,Las Palmas,19,6,10,8,1.42673012691829,1.42359217496507,0,Power plant Los Barrios,Cádiz,1297.51511331209
1,370,"Catllar, El",43043,Tarragona,12,5,7,7,.676495224311756,.675007339903611,0,Power plant Cercs,Lleida,119.935335149671
1,369,Málaga,29067,Málaga,15,5,5,8,.750819978080943,.749168623720168,0,Power plant Los Barrios,Cádiz,116.20571530367
1,368,Teulada,3128,Alicante/Alacant,13,10, , ,1.71991584484558,1.71613305987253,0,Power plant de Escucha,Teruel,246.477227997431
1,367,Almería,4013,Almería,15,7,5,7,1.78902598215294,1.78509119626096,0,Power plant Carboneras,Almería,41.17652340572
1,366,Torre la Ribera,22233,Huesca,7,8,5,10,.301935334274582,.301271257338056,0,Power plant Cercs,Lleida,110.82706476205
1,365,"Ejido, El",4902,Almería,15,10,10,10,1.81086486611838,1.8068820477588,0,Power plant Carboneras,Almería,82.8053750985793
1,364,Leganés,28074,Madrid,8,5,5,6,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,189.15864566057
1,363,Toledo,45168,Toledo,10,5,1,10,1.78902598215294,1.78509119626096,0,Power plant de Puertollano,Ciudad Real,135.886489059985
1,362,Burgos,9059,Burgos,9,7,7,7,1.42673012691829,1.42359217496507,0,Power plant Velilla,Palencia,110.990759066177
1,361,Guadalajara,19130,Guadalajara,10,10,7,10,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,235.555635989388
1,360,"Fatarella, La",43056,Tarragona,12,5,5,5,.301935334274582,.301271257338056,0,Power plant Escatrón,Teruel,67.4086845329336
1,359,Santa Cruz de Tenerife,38038,Santa Cruz de Tenerife,19,9,8,7,1.42673012691829,1.42359217496507,0,Power plant Los Barrios,Cádiz,1318.20518017551
1,358,León,24089,León,9,0,0,10,1.42673012691829,1.42359217496507,0,Power plant La Robla,León,27.1998108525869
1,357,Sidamon,25205,Lleida,12,5,10,5,.325479258324308,.324763398852974,0,Power plant Cercs,Lleida,104.614531548294
1,356,Almería,4013,Almería,15,7,10,10,1.42673012691829,1.42359217496507,0,Power plant Carboneras,Almería,41.17652340572
1,355,Terrassa,8279,Barcelona,12,7,10,6,2.51990453283326,2.51436225177986,0,Power plant Cercs,Lleida,67.9337905139274
1,354,Granada,18087,Granada,15,6,7,8,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,169.009881389157
1,353,Badajoz,6015,Badajoz,11,5,5,5,1.78902598215294,1.78509119626096,0,Power plant Puente Nuevo,Córdoba,187.496432888325
1,352,Cuenca,16078,Cuenca,10,2,8,9,1.78902598215294,1.78509119626096,0,Power plant de Escucha,Teruel,121.843048226277
1,351,Elx/Elche,3065,Alicante/Alacant,13,10,10,10,1.78902598215294,1.78509119626096,0,Power plant Carboneras,Almería,177.681090861248
1,350,Mérida,6083,Badajoz,11,8,10,10,1.78902598215294,1.78509119626096,0,Power plant Puente Nuevo,Córdoba,160.652329152133
1,349,Madrid,28079,Madrid,8,7,2,7,.95535459746218,.953253389414096,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,348,Burgos,9059,Burgos,9,6,10,8,1.78902598215294,1.78509119626096,0,Power plant Velilla,Palencia,110.990759066177
1,347,Badajoz,6015,Badajoz,11,5,1,8,1.57368403519907,1.57022287264363,0,Power plant Puente Nuevo,Córdoba,187.496432888325
1,346,Cartagena,30016,Murcia,16,5,10,8,1.42673012691829,1.42359217496507,0,Power plant Carboneras,Almería,108.642572670368
1,345,"Catllar, El",43043,Tarragona,12,6,6,6,.676495224311756,.675007339903611,0,Power plant Cercs,Lleida,119.935335149671
1,344,Teulada,3128,Alicante/Alacant,13,6,8,10,1.2736570830515,1.27085580013465,0,Power plant de Escucha,Teruel,246.477227997431
1,343,Manchita,6079,Badajoz,11, , , ,.288630219289262,.287995405638601,0,Power plant Puente Nuevo,Córdoba,120.484957300342
1,342,Leganés,28074,Madrid,8,10,10,10,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,189.15864566057
1,341,Córdoba,14021,Córdoba,15,0,0,10,1.81086486611838,1.8068820477588,0,Power plant Puente Nuevo,Córdoba,35.4756362664016
1,340,Valladolid,47186,Valladolid,9,10,0,10,1.78902598215294,1.78509119626096,0,Power plant Velilla,Palencia,130.353695495063
1,339,Getafe,28065,Madrid,8, , , ,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,187.260528880761
1,338,Morales del Vino,49190,Zamora,9,10,10,10,.796391966262222,.794640380815955,0,Power plant La Robla,León,114.985462892
1,337,Alacant/Alicante,3068,Alicante/Alacant,13,5, , ,1.57368403519907,1.57022287264363,0,Power plant de Escucha,Teruel,236.526934550133
1,336,Salamanca,37274,Salamanca,9,8,10,9,1.42673012691829,1.42359217496507,0,Power plant Compostilla II,León,197.07308235504
1,335,Santa Cruz de Tenerife,38038,Santa Cruz de Tenerife,19,10,10,0,1.57368403519907,1.57022287264363,0,Power plant Los Barrios,Cádiz,1318.20518017551
1,334,Güímar,38020,Santa Cruz de Tenerife,19,0,10,8,1.09540293171607,1.09299370119357,0,Power plant Los Barrios,Cádiz,1500
1,333,"Coronil, El",41036,Sevilla,15,1,10,7,.74394357293993,.742307342552874,0,Power plant Los Barrios,Cádiz,94.1656455066321
1,332,León,24089,León,9,3,2,5,1.78902598215294,1.78509119626096,0,Power plant La Robla,León,27.1998108525869
1,331,Cádiz,11012,Cádiz,15,5,9,9,1.42673012691829,1.42359217496507,0,Power plant Los Barrios,Cádiz,76.989470901811
1,330,Cádiz,11012,Cádiz,15, , , ,1.99172946252947,1.98734885035951,0,Power plant Los Barrios,Cádiz,76.989470901811
1,329,Íscar,40104,Segovia,9,9,9,9,.749434257506473,.747785950901192,0,Power plant Velilla,Palencia,229.410382650663
1,328,Manresa,8113,Barcelona,12,8,7,7,1.78902598215294,1.78509119626096,0,Power plant Cercs,Lleida,50.6930895138585
1,327,"Línea de la Concepción, La",11022,Cádiz,15,10,10,10,1.81086486611838,1.8068820477588,0,Power plant Los Barrios,Cádiz,14.4075926852559
1,326,San Esteban de Gormaz,42162,Soria,9,4,9,10,.288135541356472,.28750181570105,0,Power plant Velilla,Palencia,198.194616903544
1,325,Lleida,25120,Lleida,12,0,10,5,1.42673012691829,1.42359217496507,0,Power plant Escatrón,Teruel,83.5619494433861
1,324,Jerez de los Caballeros,6070,Badajoz,11,7,10,7,.676495224311756,.675007339903611,0,Power plant Puente Nuevo,Córdoba,165.104624573491
1,323,Sevilla,41091,Sevilla,15, ,10,10,.750819978080943,.749168623720168,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,322,Xaló,3081,Alicante/Alacant,13,7,10,8,.676495224311756,.675007339903611,0,Power plant de Escucha,Teruel,242.735982674634
1,321,Ourense,32054,Ourense,1,10,10,10,1.42673012691829,1.42359217496507,0,Power plant Meirama,Coruna,100.31849672276
1,320,Granada,18087,Granada,15,6,7,9,1.81086486611838,1.8068820477588,0,Power plant de Puertollano,Ciudad Real,169.009881389157
1,319,Alacant/Alicante,3068,Alicante/Alacant,13,1,10, ,1.42673012691829,1.42359217496507,0,Power plant de Escucha,Teruel,236.526934550133
1,318,Dos Hermanas,41038,Sevilla,15,5,8,10,1.57368403519907,1.57022287264363,0,Power plant Los Barrios,Cádiz,126.090878133624
1,317,Leganés,28074,Madrid,8,10,8,7,2.51990453283326,2.51436225177986,0,Power plant de Puertollano,Ciudad Real,189.15864566057
1,316,Estella-Lizarra,31097,Navarra,5,7,7,8,1.09540293171607,1.09299370119357,0,Power plant Escatrón,Teruel,207.67362624527
1,315,Tudela,31232,Navarra,5,9,5,8,1.53763022979437,1.5342483640218,0,Power plant de Escucha,Teruel,157.168807163501
1,314,Utiel,46249,Valencia/València,13,9,6,5,1.34271693364885,1.33976376041372,0,Power plant de Escucha,Teruel,137.987418907198
1,313,Villena,3140,Alicante/Alacant,13,7,10,10,1.34271693364885,1.33976376041372,0,Power plant Carboneras,Almería,202.743928258611
1,312,Almoradí,3015,Alicante/Alacant,13,8,10,10,1.34271693364885,1.33976376041372,0,Power plant Carboneras,Almería,155.576319784196
1,310,Zizur Mayor/Zizur Nagusia,31907,Navarra,5,8,10,10,1.71991584484558,1.71613305987253,0,Power plant Escatrón,Teruel,201.033101261531
1,308,Alhaurín de la Torre,29007,Málaga,15,1,0,8,1.09540293171607,1.09299370119357,0,Power plant Los Barrios,Cádiz,97.8705145694129
1,307,Villava/Atarrabia,31258,Navarra,5,10,10,10,1.34271693364885,1.33976376041372,0,Power plant Escatrón,Teruel,201.099376405389
1,306,Ondarroa,48073,Vizcaya,4,3,3,5,.74394357293993,.742307342552874,0,Power plant Velilla,Palencia,205.376201253744
1,305,Teruel,44216,Teruel,7,7,8,10,1.09540293171607,1.09299370119357,0,Power plant de Escucha,Teruel,57.8403222682999
1,304,Moncada,46171,Valencia/València,13,7,2,2,1.4125160179956,1.4094093285706,0,Power plant de Escucha,Teruel,143.396448239166
1,303,Teruel,44216,Teruel,7,10,10,5,1.53763022979437,1.5342483640218,0,Power plant de Escucha,Teruel,57.8403222682999
1,301,Marmolejo,23059,Jaén,15, , , ,.74394357293993,.742307342552874,0,Power plant de Puertollano,Ciudad Real,64.4466665265881
1,300,San Martín de la Vega del Alberche,5215,Ávila,9,8,8,10,.288135541356472,.28750181570105,0,Power plant de Puertollano,Ciudad Real,217.203355798177
1,299,Bermeo,48017,Vizcaya,4,8,10,10,1.09540293171607,1.09299370119357,0,Power plant Velilla,Palencia,183.533739896293
1,298,Berriozar,31903,Navarra,5,4,5,7,1.09540293171607,1.09299370119357,0,Power plant Escatrón,Teruel,204.733744348979
1,297,Bilbao,48020,Vizcaya,4,0,10,10,1.57368403519907,1.57022287264363,0,Power plant Velilla,Palencia,164.007135593464
1,296,Bermeo,48017,Vizcaya,4,6,2,8,1.34271693364885,1.33976376041372,0,Power plant Velilla,Palencia,183.533739896293
1,295,Alacant/Alicante,3068,Alicante/Alacant,13,10,0,10,1.57368403519907,1.57022287264363,0,Power plant de Escucha,Teruel,236.526934550133
1,294,Amurrio,1002,Alava,4, ,10,10,1.34271693364885,1.33976376041372,0,Power plant Velilla,Palencia,156.146583639673
1,293,Mutiloa,20057,Guipúzcoa,4, , , ,.289349300547048,.288712905348206,0,Power plant Velilla,Palencia,212
1,292,Castelló d'Empúries,17047,Girona,12,10, ,10,1.53763022979437,1.5342483640218,0,Power plant Cercs,Lleida,102.776206465391
1,291,Vigo,36057,Pontevedra,1,10,10,10,1.81086486611838,1.8068820477588,0,Power plant Meirama,Coruna,110.133224610945
1,290,Vilamarxant,46256,Valencia/València,13,5,6,5,1.09540293171607,1.09299370119357,0,Power plant de Escucha,Teruel,140.062401790764
1,289,Orio,20061,Guipúzcoa,4,10,3,10,.796391966262222,.794640380815955,0,Power plant Escatrón,Teruel,265.596711707434
1,288,"Eliana, l'",46116,Valencia/València,13, ,8,9,1.71991584484558,1.71613305987253,0,Power plant de Escucha,Teruel,141.218986638519
1,287,Bermeo,48017,Vizcaya,4,6,10,10,1.09540293171607,1.09299370119357,0,Power plant Velilla,Palencia,183.533739896293
