Survey,id,Municipality,Code_ine,Province,CCAA,Reindustrialization,Renaturalization,Preservation,WeightAsPontes,WeightSpain,filter_$,NearestPowerPlantName,PowerPlantCluster,Dist_to_nearest_plant
1,743,Valsequillo de Gran Canaria,35031,Las Palmas,19,10,10,8,.74394357293993,.742307342552874,0,Power plant Los Barrios,Cádiz,1309.77553241437
1,741,Andorra,44025,Teruel,7,4,2,9,.749434257506473,.747785950901192,0,Power plant Andorra,Teruel,3.7015882982138
1,740,Ondarroa,48073,Vizcaya,4,5,8,9,.749434257506473,.747785950901192,0,Power plant Velilla,Palencia,205.376201253744
1,739,Llagostera,17089,Girona,12,4,7,6,.749434257506473,.747785950901192,0,Power plant Cercs,Lleida,95.9199437667631
1,738,Huesca,22125,Huesca,7,6,5,7,1.78902598215294,1.78509119626096,0,Power plant Escatrón,Teruel,92.4409654347745
1,737,Miraflores de la Sierra,28085,Madrid,8,8,8,9,.749434257506473,.747785950901192,0,Power plant de Puertollano,Ciudad Real,240.345836770625
1,736,Vila-real,12135,Castellon,13,0,0,6,1.99172946252947,1.98734885035951,0,Power plant Andorra,Teruel,119.755043359096
1,735,Oviedo,33044,Asturias,2,9,9,10,1.42673012691829,1.42359217496507,0,Power plant Soto de Ribera,Asturias,6.4181592561858
1,734,Nava del Rey,47101,Valladolid,9,7,10,6,.288630219289262,.287995405638601,0,Power plant Velilla,Palencia,164.02710140907
1,733,Daroca,50094,Zaragoza,7,5,5,5,.325479258324308,.324763398852974,0,Power plant de Escucha,Teruel,61.5865999147874
1,730,Arcas,16905,Cuenca,10,6,8,7,.301935334274582,.301271257338056,0,Power plant de Escucha,Teruel,145.435657228204
1,729,Càlig,12034,Castellon,13,10,0,7,.331980789917225,.331250630969504,0,Power plant Andorra,Teruel,88.7282102745343
1,728,Vitoria-Gasteiz,1059,Alava,4,2,5,9,1.57368403519907,1.57022287264363,0,Power plant Velilla,Palencia,178.123880285561
1,727,Nava del Rey,47101,Valladolid,9, , , ,.331980789917225,.331250630969504,0,Power plant Velilla,Palencia,164.02710140907
1,726,"Merca, A",32047,Ourense,1,4,0,5,.288135541356472,.28750181570105,0,Power plant Meirama,Coruna,113.360224074556
1,725,Marines,46161,Valencia/València,13,8,9,9,.288630219289262,.287995405638601,0,Power plant de Escucha,Teruel,123.203041894528
1,724,Vigo,36057,Pontevedra,1,6,7,6,1.78902598215294,1.78509119626096,0,Power plant Meirama,Coruna,110.133224610945
1,723,Agulo,38002,Santa Cruz de Tenerife,19,0,4,7,.301935334274582,.301271257338056,0,Power plant Los Barrios,Cádiz,1416.7258296853
1,721,Nava del Rey,47101,Valladolid,9,0,3,8,.301935334274582,.301271257338056,0,Power plant Velilla,Palencia,164.02710140907
1,720,Huelva,21041,Huelva,15,7,6,6,1.57368403519907,1.57022287264363,0,Power plant Los Barrios,Cádiz,175.814265911317
1,719,Cifuentes,19086,Guadalajara,10, , ,8,.288630219289262,.287995405638601,0,Power plant de Escucha,Teruel,150.930955467204
1,718,Tineo,33073,Asturias,2,2,1,7,.74394357293993,.742307342552874,0,Power plant Narcea,Asturias,1.37756884747915
1,717,Ateca,50200,Zaragoza,7,0,10,10,.301935334274582,.301271257338056,0,Power plant de Escucha,Teruel,61.0373861415853
1,716,Sevilla,41091,Sevilla,15,1,10,10,.835342402617764,.833505149535036,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,715,Burgos,9059,Burgos,9,6,8,8,1.57368403519907,1.57022287264363,0,Power plant Velilla,Palencia,110.990759066177
1,714,Ourense,32054,Ourense,1,8,8,10,1.81086486611838,1.8068820477588,0,Power plant Meirama,Coruna,100.31849672276
1,713,Guadalajara,19130,Guadalajara,10,8,5,9,1.78902598215294,1.78509119626096,0,Power plant de Puertollano,Ciudad Real,235.555635989388
1,712,Toledo,45168,Toledo,10,7,10,9,1.57368403519907,1.57022287264363,0,Power plant de Puertollano,Ciudad Real,135.886489059985
1,711,"Porriño, O",36039,Pontevedra,1,5,7,8,1.34271693364885,1.33976376041372,0,Power plant Meirama,Coruna,116.337245164878
1,710,Cifuentes,19086,Guadalajara,10,2,3,10,.289349300547048,.288712905348206,0,Power plant de Escucha,Teruel,150.930955467204
1,709,Coirós,15027,Coruna,1,5,5,5,.325479258324308,.324763398852974,1,Power plant Meirama,Coruna,23.6487268732815
1,708,Huétor de Santillán,18099,Granada,15,8,8,7,.301935334274582,.301271257338056,0,Power plant de Puertollano,Ciudad Real,161.72450367281
1,707,Palencia,34120,Palencia,9,3,9,9,1.99172946252947,1.98734885035951,0,Power plant Velilla,Palencia,97.6322866528864
1,706,Muros de Nalón,33039,Asturias,2,5,5,7,.301935334274582,.301271257338056,0,Power plant Soto de Ribera,Asturias,35.0025496503495
1,705,Fornelos de Montes,36019,Pontevedra,1,10,10,5,.331980789917225,.331250630969504,0,Power plant Meirama,Coruna,92.9548374400987
1,704,Oliana,25149,Lleida,12,6,7,8,.301935334274582,.301271257338056,0,Power plant Cercs,Lleida,45.0503970407326
1,703,Baños de Río Tobía,26026,La Rioja,6,7,7,9,.325479258324308,.324763398852974,0,Power plant Velilla,Palencia,181.481197558234
1,702,Albacete,2003,Albacete,10,8,7,10,1.57368403519907,1.57022287264363,0,Power plant Carboneras,Almería,218.960587489205
1,701,Madrid,28079,Madrid,8,9,10,9,1.12308304979293,1.12061293958552,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,699,Madrid,28079,Madrid,8,5,0,9,.95535459746218,.953253389414096,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,698,Jerez de los Caballeros,6070,Badajoz,11,3,9,7,.676495224311756,.675007339903611,0,Power plant Puente Nuevo,Córdoba,165.104624573491
1,697,Orio,20061,Guipúzcoa,4,8,9,7,.749434257506473,.747785950901192,0,Power plant Escatrón,Teruel,265.596711707434
1,696,Alacant/Alicante,3068,Alicante/Alacant,13,8,0,8,1.42673012691829,1.42359217496507,0,Power plant de Escucha,Teruel,236.526934550133
1,695,"Rinconada, La",41081,Sevilla,15,8,9,8,1.09540293171607,1.09299370119357,0,Power plant Puente Nuevo,Córdoba,110.622551014475
1,694,Madrid,28079,Madrid,8,6,7,7,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,691,"Pobla de Cérvoles, La",25169,LLeida,12,10,5,0,.301935334274582,.301271257338056,0,Power plant Escatrón,Teruel,100.756706262694
1,689,Batea,43022,Tarragona,12,10,10,10,.288135541356472,.28750181570105,0,Power plant Escatrón,Teruel,55.7494329885277
1,687,Madrid,28079,Madrid,8,0,0,0,.95535459746218,.953253389414096,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,686,Muros de Nalón,33039,Asturias,2,4,6,6,.301935334274582,.301271257338056,0,Power plant Soto de Ribera,Asturias,35.0025496503495
1,685,Zahara,11042,Cádiz,15,5,10,10,.301935334274582,.301271257338056,0,Power plant Los Barrios,Cádiz,71.9195001579122
1,684,Caravaca de la Cruz,30015,Murcia,16,5,5,5,1.34271693364885,1.33976376041372,0,Power plant Carboneras,Almería,114.162061639362
1,683,Tortosa,43155,Tarragona,12,10,9,10,1.09540293171607,1.09299370119357,0,Power plant Escatrón,Teruel,84
1,682,Zaidín,22254,Huesca,7,9,3,10,.288135541356472,.28750181570105,0,Power plant Escatrón,Teruel,61.9700149084558
1,681,Salamanca,37274,Salamanca,9,8,10,10,1.99172946252947,1.98734885035951,0,Power plant Compostilla II,León,197.07308235504
1,680,Granada,18087,Granada,15,0,10,10,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,169.009881389157
1,679,Olmedo,47104,Valladolid,9,8,8,8,.74394357293993,.742307342552874,0,Power plant Velilla,Palencia,171.601760583117
1,678,Sarria,27057,Lugo,1,4,7,8,1.09540293171607,1.09299370119357,0, Power plant As Pontes,Coruna,82.2220640896532
1,675,Girona,17079,Girona,12,7,8,8,1.81086486611838,1.8068820477588,0,Power plant Cercs,Lleida,83.721040849545
1,674,Usurbil,20073,Guipúzcoa,4,6,8,8,.676495224311756,.675007339903611,0,Power plant Escatrón,Teruel,262.254264409995
1,673,Almagro,13013,Ciudad Real,10,0,10,10,.676495224311756,.675007339903611,0,Power plant de Puertollano,Ciudad Real,44.0887974939354
1,672,Zaidín,22254,Huesca,7,0,0,10,.325479258324308,.324763398852974,0,Power plant Escatrón,Teruel,61.9700149084558
1,671,Girona,17079,Girona,12,10,10,10,1.78902598215294,1.78509119626096,0,Power plant Cercs,Lleida,83.721040849545
1,670,Olaberria,20058,Guipúzcoa,4,7,7,8,.325479258324308,.324763398852974,0,Power plant Escatrón,Teruel,247.122580496732
1,669,"Ronquillo, El",41083,Sevilla,15,7,10,10,.288630219289262,.287995405638601,0,Power plant Puente Nuevo,Córdoba,116.547178317431
1,668,Coca,40057,Segovia,9,7,7,7,.325479258324308,.324763398852974,0,Power plant Velilla,Palencia,180.953758458497
1,667,Palencia,34120,Palencia,9, , , ,1.42673012691829,1.42359217496507,0,Power plant Velilla,Palencia,97.6322866528864
1,666,Morata de Tajuña,28091,Madrid,8,5,5,5,.74394357293993,.742307342552874,0,Power plant de Puertollano,Ciudad Real,185
1,665,León,24089,León,9, , , ,1.99172946252947,1.98734885035951,0,Power plant La Robla,León,27.1998108525869
1,664,Salas de los Infantes,9330,Burgos,9,6,6,8,.301935334274582,.301271257338056,0,Power plant Velilla,Palencia,157.563658452198
1,663,Zaidín,22254,Huesca,7,0,0,0,.331980789917225,.331250630969504,0,Power plant Escatrón,Teruel,61.9700149084558
1,662,"Castillo de las Guardas, El",41031,Sevilla,15,7,8,8,.288135541356472,.28750181570105,0,Power plant Puente Nuevo,Córdoba,130.132150190281
1,660,Madrid,28079,Madrid,8,8, ,9,.95535459746218,.953253389414096,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,659,Garachico,38015,Santa Cruz de Tenerife,19,4,5,9,.749434257506473,.747785950901192,0,Power plant Los Barrios,Cádiz,1370.0710101859
1,658,"Pont de Vilomara i Rocafort, El",8182,Barcelona,12,0,8,10,.749434257506473,.747785950901192,0,Power plant Cercs,Lleida,52.6261254874759
1,656,Málaga,29067,Málaga,15,7,5,9,.750819978080943,.749168623720168,0,Power plant Los Barrios,Cádiz,116.20571530367
1,654,Madrid,28079,Madrid,8,7,10,8,.844412549663495,.84255534768847,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,653,Teguise,35024,Las Palmas,19,10,10,10,1.4125160179956,1.4094093285706,0,Power plant Los Barrios,Cádiz,1089.14943104968
1,652,Barcelona,8019,Barcelona,12,4,0,6,.835342402617764,.833505149535036,0,Power plant Cercs,Lleida,89.6468182298583
1,651,Madrid,28079,Madrid,8,2,8,10,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,650,Sevilla,41091,Sevilla,15,6,6,9,1.12308304979293,1.12061293958552,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,649,Sevilla,41091,Sevilla,15,7,7,7,.95535459746218,.953253389414096,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,648,Alfafar,46022,Valencia/València,13,4,8,8,1.09540293171607,1.09299370119357,0,Power plant de Escucha,Teruel,161.361793245607
1,647,Sevilla,41091,Sevilla,15,0,4,8,1.00960602148161,1.00738549278644,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,645,Madrid,28079,Madrid,8, , , ,.844412549663495,.84255534768847,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,644,Murcia,30030,Murcia,16,5,4,6,1.00960602148161,1.00738549278644,0,Power plant Carboneras,Almería,125.568797325632
1,643,Málaga,29067,Málaga,15,6,6,10,.844412549663495,.84255534768847,0,Power plant Los Barrios,Cádiz,116.20571530367
1,642,Mataró,8121,Barcelona,12, ,1,8,1.81086486611838,1.8068820477588,0,Power plant Cercs,Lleida,84.7035294754883
1,640,Murcia,30030,Murcia,16,4,6,7,.750819978080943,.749168623720168,0,Power plant Carboneras,Almería,125.568797325632
1,639,Bilbao,48005,Vizcaya,4,9,7,6,1.57368403519907,1.57022287264363,0,Power plant Velilla,Palencia,161.941362407337
1,638,Nulles,43098,Tarragona,12,5,6,8,.301935334274582,.301271257338056,0,Power plant Cercs,Lleida,112.936819701996
1,637,Logroño,26089,La Rioja,6,8,8,9,1.81086486611838,1.8068820477588,0,Power plant de Escucha,Teruel,229.041224152892
1,636,Torrevieja,46244,Valencia/València,13,0,9,10,1.42673012691829,1.42359217496507,0,Power plant de Escucha,Teruel,157.140357064656
1,635,Corbera de Llobregat,8072,Barcelona,12,10,10,0,1.34271693364885,1.33976376041372,0,Power plant Cercs,Lleida,83.7496064309525
1,634,Zaragoza,50297,Zaragoza,7,0,0,9,.750819978080943,.749168623720168,0,Power plant Escatrón,Teruel,66.2621296661971
1,632,Murcia,30030,Murcia,16,10,10,5,.835342402617764,.833505149535036,0,Power plant Carboneras,Almería,125.568797325632
1,630,Palma,7040,Illes Balears,14,8,10,6,.750819978080943,.749168623720168,0,Power plant Cercs,Lleida,299.855318398685
1,629,Salamanca,37274,Salamanca,9, , , ,1.99172946252947,1.98734885035951,0,Power plant Compostilla II,León,197.07308235504
1,628,València,46250,Valencia/València,13,8,10,9,.750819978080943,.749168623720168,0,Power plant de Escucha,Teruel,159.522029057187
1,627,Madrid,28079,Madrid,8,5,5,0,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,626,Palma,7040,Illes Balears,14,9,7,10,.835342402617764,.833505149535036,0,Power plant Cercs,Lleida,299.855318398685
1,624,Segovia,40194,Segovia,9,3,7,8,2.51990453283326,2.51436225177986,0,Power plant Velilla,Palencia,222.14876089713
1,623,Murcia,30030,Murcia,16,5,8,8,1.12308304979293,1.12061293958552,0,Power plant Carboneras,Almería,125.568797325632
1,622,Sevilla,41091,Sevilla,15,6,7,8,.750819978080943,.749168623720168,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,621,Sevilla,41091,Sevilla,15,4,10,8,1.12308304979293,1.12061293958552,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,620,Madrid,28079,Madrid,8, , , ,1.00960602148161,1.00738549278644,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,619,Brunete,28026,Madrid,8,8,1,8,1.09540293171607,1.09299370119357,0,Power plant de Puertollano,Ciudad Real,194.415376023334
1,618,Alcalá de Henares,28005,Madrid,8,7,7,6,1.78902598215294,1.78509119626096,0,Power plant de Puertollano,Ciudad Real,214.907053087343
1,617,Toledo,45168,Toledo,10,3,10,8,1.42673012691829,1.42359217496507,0,Power plant de Puertollano,Ciudad Real,135.886489059985
1,616,Ontinyent,46184,Valencia/València,13,8,4,8,1.09540293171607,1.09299370119357,0,Power plant de Escucha,Teruel,222.851869950054
1,615,Zaragoza,50297,Zaragoza,7,8,10,6,.750819978080943,.749168623720168,0,Power plant Escatrón,Teruel,66.2621296661971
1,614,Zaragoza,50297,Zaragoza,7,5,6,7,.95535459746218,.953253389414096,0,Power plant Escatrón,Teruel,66.2621296661971
1,613,Zaragoza,50297,Zaragoza,7,0,10,10,.95535459746218,.953253389414096,0,Power plant Escatrón,Teruel,66.2621296661971
1,612,Zaragoza,50297,Zaragoza,7,7,9,9,.750819978080943,.749168623720168,0,Power plant Escatrón,Teruel,66.2621296661971
1,611,Murcia,30030,Murcia,16,5,5,8,.750819978080943,.749168623720168,0,Power plant Carboneras,Almería,125.568797325632
1,610,Zaragoza,50297,Zaragoza,7,8,9,7,.750819978080943,.749168623720168,0,Power plant Escatrón,Teruel,66.2621296661971
1,609,Huesca,22125,Huesca,7,4,10,9,1.42673012691829,1.42359217496507,0,Power plant Escatrón,Teruel,92.4409654347745
1,608,Alacant/Alicante,3068,Alicante/Alacant,13,0,0,10,1.42673012691829,1.42359217496507,0,Power plant de Escucha,Teruel,236.526934550133
1,607,"Ejido, El",4902,Almería,15,8,7,8,1.99172946252947,1.98734885035951,0,Power plant Carboneras,Almería,82.8053750985793
1,606,Zaragoza,50297,Zaragoza,7,7,8,8,.750819978080943,.749168623720168,0,Power plant Escatrón,Teruel,66.2621296661971
1,605,Novelda,3093,Alicante/Alacant,13,10,10,10,1.2736570830515,1.27085580013465,0,Power plant Carboneras,Almería,184.866051961806
1,603,Madrid,28079,Madrid,8,6,7,10,1.12308304979293,1.12061293958552,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,602,Murcia,30030,Murcia,16,0,0,8,.835342402617764,.833505149535036,0,Power plant Carboneras,Almería,125.568797325632
1,601,Málaga,29067,Málaga,15,9,9,7,.750819978080943,.749168623720168,0,Power plant Los Barrios,Cádiz,116.20571530367
1,600,Loeches,28075,Madrid,8,4,8,7,.749434257506473,.747785950901192,0,Power plant de Puertollano,Ciudad Real,201.799467711003
1,599,Madrid,28079,Madrid,8,5,9,9,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,598,Vigo,36057,Pontevedra,1,1,7,8,1.42673012691829,1.42359217496507,0,Power plant Meirama,Coruna,110.133224610945
1,597,Santiago de Compostela,15078,Coruna,1,10,10,10,1.42673012691829,1.42359217496507,1,Power plant Meirama,Coruna,29.8835405918012
1,594,Vigo,36057,Pontevedra,1,7,8,7,1.78902598215294,1.78509119626096,0,Power plant Meirama,Coruna,110.133224610945
1,593,Leganés,28074,Madrid,8, , , ,1.57368403519907,1.57022287264363,0,Power plant de Puertollano,Ciudad Real,189.15864566057
1,592,Santander,39075,Cantabria,3,5,10,10,1.78902598215294,1.78509119626096,0,Power plant Velilla,Palencia,109.460605321173
1,591,Palma,7040,Illes Balears,14,0,2,9,.750819978080943,.749168623720168,0,Power plant Cercs,Lleida,299.855318398685
1,590,Murcia,30030,Murcia,16,10,5,5,.750819978080943,.749168623720168,0,Power plant Carboneras,Almería,125.568797325632
1,589,"Línea de la Concepción, La",11022,Cádiz,15, , , ,1.99172946252947,1.98734885035951,0,Power plant Los Barrios,Cádiz,14.4075926852559
1,588,Santander,39075,Cantabria,3,10,5,2,1.78902598215294,1.78509119626096,0,Power plant Velilla,Palencia,109.460605321173
1,587,Pamplona/Iruña,31201,Navarra,5,10,5,10,1.78902598215294,1.78509119626096,0,Power plant Escatrón,Teruel,201.290922367584
1,586,"Pobla de Vallbona, la",46202,Valencia/València,13,10,10,10,1.34271693364885,1.33976376041372,0,Power plant de Escucha,Teruel,136.6550250158
1,585,Tafalla,31227,Navarra,5,2,10,0,1.09540293171607,1.09299370119357,0,Power plant Escatrón,Teruel,177.754257662484
1,584,Villena,3140,Alicante/Alacant,13,4,7,6,1.09540293171607,1.09299370119357,0,Power plant Carboneras,Almería,202.743928258611
1,583,Bétera,46117,Valencia,13,7,9,8,1.2736570830515,1.27085580013465,0,Power plant de Escucha,Teruel,145.612828927762
1,582,Almuñécar,18017,Granada,15, , ,8,1.09540293171607,1.09299370119357,0,Power plant Puente Nuevo,Córdoba,183.388472102179
1,581,Zaragoza,50297,Zaragoza,7,3,10,10,.844412549663495,.84255534768847,0,Power plant Escatrón,Teruel,66.2621296661971
1,580,Pedralba,46191,Valencia/València,13,8,8,7,.749434257506473,.747785950901192,0,Power plant de Escucha,Teruel,135.647373768554
1,579,Villena,3140,Alicante/Alacant,13,7,5,9,1.71991584484558,1.71613305987253,0,Power plant Carboneras,Almería,202.743928258611
1,578,Astorga,24008,Zamora,9,10,10,7,1.09540293171607,1.09299370119357,0,Power plant Compostilla II,León,40
1,577,Castalla,3053,Alicante/Alacant,13, , , ,1.2736570830515,1.27085580013465,0,Power plant Carboneras,Almería,206.553390913736
1,576,Pamplona/Iruña,31201,Navarra,5,4,3,9,1.57368403519907,1.57022287264363,0,Power plant Escatrón,Teruel,201.290922367584
1,575,Granada,18087,Granada,15, , ,10,1.57368403519907,1.57022287264363,0,Power plant de Puertollano,Ciudad Real,169.009881389157
1,574,"Palmas de Gran Canaria, Las",35016,Las Palmas,19,3,8,8,1.42673012691829,1.42359217496507,0,Power plant Los Barrios,Cádiz,1297.51511331209
1,573,Villena,3140,Alicante/Alacant,13,8,8,8,1.09540293171607,1.09299370119357,0,Power plant Carboneras,Almería,202.743928258611
1,572,Alhaurín de la Torre,29007,Málaga,15, , , ,1.09540293171607,1.09299370119357,0,Power plant Los Barrios,Cádiz,97.8705145694129
1,571,Calonge i Sant Antoni,17034,Girona,12,8,3,8,1.09540293171607,1.09299370119357,0,Power plant Cercs,Lleida,106.565075411325
1,570,Turís,46248,Valencia,13,10,5,10,.749434257506473,.747785950901192,0,Power plant de Escucha,Teruel,162
1,569,Doneztebe/Santesteban,31221,Navarra,5,6,6,7,.331980789917225,.331250630969504,0,Power plant Escatrón,Teruel,232.449553303136
1,568,Fonelas,18076,Granada,15, , , ,.289349300547048,.288712905348206,0,Power plant Carboneras,Almería,122.628560635065
1,567,"Cerro de Andévalo, El",21023,Huelva,15,8,10,8,.749434257506473,.747785950901192,0,Power plant Puente Nuevo,Córdoba,188.340450348935
1,566,Murcia,30030,Murcia,16,4,9,8,.95535459746218,.953253389414096,0,Power plant Carboneras,Almería,125.568797325632
1,565,Badalona,8015,Barcelona,12,4,5,8,1.99172946252947,1.98734885035951,0,Power plant Cercs,Lleida,86
1,563,Barcelona,8019,Barcelona,12,8,10,8,.750819978080943,.749168623720168,0,Power plant Cercs,Lleida,89.6468182298583
1,562,Murcia,30030,Murcia,16,0,10,10,.844412549663495,.84255534768847,0,Power plant Carboneras,Almería,125.568797325632
1,561,Murcia,30030,Murcia,16,5,5,7,.844412549663495,.84255534768847,0,Power plant Carboneras,Almería,125.568797325632
1,560,Molina de Segura,30027,Murcia,16,3,0,10,1.42673012691829,1.42359217496507,0,Power plant Carboneras,Almería,140.803257795351
1,559,Molina de Segura,30027,Murcia,16,8,9,9,2.51990453283326,2.51436225177986,0,Power plant Carboneras,Almería,140.803257795351
1,558,Sant Cugat del Vallès,8205,Barcelona,12,5,8,10,1.78902598215294,1.78509119626096,0,Power plant Cercs,Lleida,81.3678417954504
1,557,Murcia,30030,Murcia,16,5,5,9,.750819978080943,.749168623720168,0,Power plant Carboneras,Almería,125.568797325632
1,555,Sevilla,41091,Sevilla,15,0,10,10,.750819978080943,.749168623720168,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,554,Madrid,28079,Madrid,8,9,9,6,1.00960602148161,1.00738549278644,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,553,Madrid,28079,Madrid,8,7,10,8,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,552,Sevilla,41091,Sevilla,15,6,0,6,1.12308304979293,1.12061293958552,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,551,Madrid,28079,Madrid,8, , , ,1.00960602148161,1.00738549278644,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,550,Murcia,30030,Murcia,16,0,10,10,.95535459746218,.953253389414096,0,Power plant Carboneras,Almería,125.568797325632
1,549,Madrid,28079,Madrid,8,3,9,10,.844412549663495,.84255534768847,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,547,Murcia,30030,Murcia,16,8,7,9,.835342402617764,.833505149535036,0,Power plant Carboneras,Almería,125.568797325632
1,546,Alacant/Alicante,3002,Alicante,13, , , ,1.42673012691829,1.42359217496507,0,Power plant Carboneras,Almería,196.297182499245
1,545,Madrid,28079,Madrid,8,2,10,10,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,544,Zaragoza,50297,Zaragoza,7,6,10,10,.844412549663495,.84255534768847,0,Power plant Escatrón,Teruel,66.2621296661971
1,543,Madrid,28079,Madrid,8,9,9,9,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,542,Murcia,30030,Murcia,16,8,8,8,.835342402617764,.833505149535036,0,Power plant Carboneras,Almería,125.568797325632
1,541,Barcelona,8019,Barcelona,12,2,5,10,.844412549663495,.84255534768847,0,Power plant Cercs,Lleida,89.6468182298583
1,540,Barcelona,8002,Barcelona,12, , , ,.835342402617764,.833505149535036,0,Power plant Cercs,Lleida,53.429678895547
1,539,Murcia,30030,Murcia,16,0,9,9,1.00960602148161,1.00738549278644,0,Power plant Carboneras,Almería,125.568797325632
1,538,Barcelona,8019,Barcelona,12,5,1,7,1.00960602148161,1.00738549278644,0,Power plant Cercs,Lleida,89.6468182298583
1,537,Murcia,30030,Murcia,16,9,10,10,.835342402617764,.833505149535036,0,Power plant Carboneras,Almería,125.568797325632
1,536,Murcia,30030,Murcia,16,5,7,7,1.00960602148161,1.00738549278644,0,Power plant Carboneras,Almería,125.568797325632
1,535,Sevilla,41091,Sevilla,15,6,10,5,1.12308304979293,1.12061293958552,0,Power plant Puente Nuevo,Córdoba,120.312972794418
1,534,Almoradí,3015,Alicante/Alacant,13, , , ,1.09540293171607,1.09299370119357,0,Power plant Carboneras,Almería,155.576319784196
1,533,Lleida,25120,Lleida,12,3,5,10,2.51990453283326,2.51436225177986,0,Power plant Escatrón,Teruel,83.5619494433861
1,532,"Arcos, Los",31210,Navarra,5,5,6,7,.289349300547048,.288712905348206,0,Power plant Escatrón,Teruel,175.387629012671
1,531,Montblanc,43086,Tarragona,12,8,7,7,.694790496982406,.693262373929594,0,Power plant Cercs,Lleida,107.724997366092
1,528,Alburquerque,6006,Badajoz,11,8,8,9,.676045072913876,.674558178569255,0,Power plant Puente Nuevo,Córdoba,214.14562167251
1,527,Arzúa,15006,Coruna,1,10,10,2,.74394357293993,.742307342552874,1,Power plant Meirama,Coruna,32.6343519303541
1,526,Montblanc,43086,Tarragona,12,4,6,4,.749434257506473,.747785950901192,0,Power plant Cercs,Lleida,107.724997366092
1,525,Almagro,13013,Ciudad Real,10,8,8,8,.676045072913876,.674558178569255,0,Power plant de Puertollano,Ciudad Real,44.0887974939354
1,524,Arjona,23006,Jaén,15,8,9,10,.694790496982406,.693262373929594,0,Power plant de Puertollano,Ciudad Real,80.2872188105466
1,522,Murcia,30030,Murcia,16,5,7,8,.835342402617764,.833505149535036,0,Power plant Carboneras,Almería,125.568797325632
1,521,Ingenio,35011,Las Palmas,19, , , ,1.53763022979437,1.5342483640218,0,Power plant Los Barrios,Cádiz,1309.67206340743
1,520,Madrid,28079,Madrid,8,8,10,7,.750819978080943,.749168623720168,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,519,Écija,41039,Sevilla,15,0,0,7,1.53763022979437,1.5342483640218,0,Power plant Puente Nuevo,Córdoba,66.7931159190086
1,518,Guadix,18089,Granada,15,4,3,5,1.53763022979437,1.5342483640218,0,Power plant Carboneras,Almería,114.10017895491
1,517,Madrid,28079,Madrid,8, ,10,10,.95535459746218,.953253389414096,0,Power plant de Puertollano,Ciudad Real,204.990347131533
1,516,"Unión, La",30041,Murcia,16,8,8,8,1.53763022979437,1.5342483640218,0,Power plant Carboneras,Almería,114
1,515,Murcia,30030,Murcia,16,9,9,9,.835342402617764,.833505149535036,0,Power plant Carboneras,Almería,125.568797325632
1,514,Medina del Campo,47085,Valladolid,9,5,5,5,1.71991584484558,1.71613305987253,0,Power plant Velilla,Palencia,168.152080328942
1,513,Utebo,50272,Zaragoza,7,5,3,3,1.09540293171607,1.09299370119357,0,Power plant Escatrón,Teruel,73.2908131493109
1,512,Pinto,28113,Madrid,8,4,10,8,1.78902598215294,1.78509119626096,0,Power plant de Puertollano,Ciudad Real,181.373422912597
1,511,Zizur Mayor/Zizur Nagusia,31907,Navarra,5,0,10,10,1.53763022979437,1.5342483640218,0,Power plant Escatrón,Teruel,201.033101261531
1,510,Estella-Lizarra,31097,Navarra,5, , , ,1.71991584484558,1.71613305987253,0,Power plant Escatrón,Teruel,207.67362624527
1,509,Brunete,28026,Madrid,8,5,5,10,1.09540293171607,1.09299370119357,0,Power plant de Puertollano,Ciudad Real,194.415376023334
